ID Client,Age,Annual Income,Purchase Score
1662,57,86,19
1663,43,86,38
1664,40,41,22
1665,61,56,40
1666,56,119,43
1667,32,129,34
1668,66,19,22
1669,21,106,57
1670,46,14,47
1671,39,86,86
1672,42,10,57
1673,30,140,100
1674,35,76,56
1675,50,24,86
1676,33,102,38
1677,62,39,27
1678,59,112,63
1679,61,91,61
1680,19,84,82
1681,52,69,61
1682,59,49,93
1683,51,83,84
1684,47,130,87
1685,30,12,84
1686,30,45,25
1687,35,52,50
1688,49,124,49
1689,49,118,35
1690,52,99,25
1691,56,93,32
1692,63,86,99
1693,69,14,67
1694,46,87,72
1695,66,100,7
1696,46,96,65
1697,61,23,92
1698,33,113,22
1699,61,92,69
1700,64,63,54
1701,27,141,42
1702,47,104,99
1703,42,18,20
1704,56,62,21
1705,37,86,8
1706,22,69,33
1707,18,55,58
1708,47,63,25
1709,66,83,0
1710,20,121,99
1711,62,104,4
1712,31,32,40
1713,47,36,62
1714,67,79,21
1715,21,118,67
1716,35,86,47
1717,54,59,65
1718,42,133,15
1719,65,28,79
1720,18,10,52
1721,63,49,85
1722,32,31,64
1723,26,121,78
1724,32,49,63
1725,66,47,87
1726,41,57,67
1727,21,84,62
1728,29,116,61
1729,54,17,81
1730,54,95,80
1731,60,77,70
1732,23,84,44
1733,56,146,51
1734,63,99,73
1735,41,139,64
1736,28,89,1
1737,30,104,48
1738,51,79,21
1739,42,99,95
1740,24,68,28
1741,69,37,34
1742,21,81,80
1743,25,23,75
1744,37,33,23
1745,46,121,93
1746,68,53,29
1747,62,65,83
1748,63,129,41
1749,27,41,70
1750,60,34,49
1751,51,125,70
1752,43,75,59
1753,58,51,29
1754,66,85,11
1755,20,146,48
1756,23,47,94
1757,22,70,81
1758,22,98,45
1759,64,27,42
1760,40,79,1
1761,66,91,96
1762,26,125,74
1763,52,89,97
1764,37,24,79
1765,66,22,53
1766,59,128,34
1767,52,52,51
1768,67,66,32
1769,35,26,84
1770,34,41,83
1771,41,64,71
1772,20,22,50
1773,49,56,25
1774,52,96,96
1775,55,71,61
1776,30,38,60
1777,64,31,25
1778,42,74,36
1779,26,38,29
1780,21,57,94
1781,31,14,96
1782,54,110,10
1783,51,80,52
1784,28,147,40
1785,58,75,4
1786,20,81,65
1787,45,34,12
1788,46,69,62
1789,26,49,81
1790,20,16,89
1791,42,55,24
1792,51,95,43
1793,29,30,13
1794,59,10,68
1795,26,132,58
1796,32,134,55
1797,57,42,51
1798,42,13,65
1799,22,12,67
1800,28,100,11
1801,51,61,74
1802,41,37,67
1803,32,79,42
1804,55,66,72
1805,25,117,73
1806,22,33,90
1807,65,86,5
1808,43,85,14
1809,35,78,41
1810,23,110,30
1811,54,101,85
1812,65,101,52
1813,30,39,5
1814,45,27,32
1815,22,53,28
1816,30,108,20
1817,34,130,53
1818,67,124,55
1819,57,69,93
1820,62,65,20
1821,49,40,99
1822,46,110,54
1823,68,68,57
1824,20,133,63
1825,57,139,85
1826,51,106,45
1827,57,116,83
1828,44,27,21
1829,30,80,59
1830,62,115,10
1831,50,63,46
1832,23,103,30
1833,41,85,76
1834,36,44,17
1835,33,20,21
1836,57,70,55
1837,45,53,16
1838,50,130,37
1839,65,77,24
1840,58,34,31
1841,30,93,14
1842,60,123,12
1843,62,141,57
1844,42,10,89
1845,59,140,49
1846,53,95,10
1847,44,71,12
1848,55,73,96
1849,24,135,49
1850,22,114,100
1851,60,71,37
1852,62,44,0
1853,68,22,38
1854,48,52,26
1855,40,139,35
1856,59,120,31
1857,27,137,40
1858,49,60,14
1859,60,144,30
1860,47,54,5
1861,56,51,88
1862,48,144,51
1863,35,24,81
1864,53,69,21
1865,19,49,30
1866,31,121,99
1867,30,86,72
1868,46,114,45
1869,29,116,66
1870,56,131,96
1871,19,89,90
1872,49,134,42
1873,30,143,0
1874,63,41,43
1875,44,117,56
1876,66,123,8
1877,58,77,4
1878,34,136,78
1879,57,144,8
1880,48,123,44
1881,51,17,91
1882,41,73,76
1883,62,144,23
1884,52,50,73
1885,65,49,41
1886,23,12,21
1887,36,119,59
1888,47,123,85
1889,24,121,36
1890,27,13,38
1891,58,143,83
1892,49,35,73
1893,51,148,73
1894,45,26,89
1895,32,101,88
1896,47,40,52
1897,54,116,27
1898,46,120,76
1899,39,110,14
1900,21,121,59
1901,37,71,59
1902,49,121,5
1903,53,125,51
1904,67,44,11
1905,21,37,18
1906,44,112,95
1907,34,134,74
1908,29,111,96
1909,39,146,1
1910,34,30,54
1911,27,61,14
1912,18,106,63
1913,39,60,99
1914,43,92,68
1915,35,64,14
1916,67,86,42
1917,31,136,73
1918,64,102,16
1919,46,97,97
1920,29,89,23
1921,53,101,73
1922,52,56,29
1923,69,47,66
1924,29,148,50
1925,24,24,59
1926,46,10,100
1927,28,144,2
1928,50,10,4
1929,23,58,27
1930,64,105,77
1931,32,35,10
1932,49,96,71
1933,68,102,100
1934,28,111,71
1935,40,80,75
1936,43,149,14
1937,51,104,82
1938,63,127,47
1939,51,128,45
1940,46,60,27
1941,21,90,6
1942,34,45,70
1943,52,76,93
1944,30,138,81
1945,58,123,87
1946,56,120,5
1947,32,109,57
1948,46,118,67
1949,46,129,54
1950,28,88,66
1951,69,143,48
1952,49,28,50
1953,19,136,58
1954,64,38,5
1955,31,33,89
1956,37,19,50
1957,39,114,37
1958,28,64,10
1959,44,11,51
1960,20,144,92
1961,34,120,19
1962,61,47,9
1963,45,140,25
1964,46,111,47
1965,38,104,90
1966,64,101,13
1967,33,80,99
1968,54,33,58
1969,37,77,11
1970,23,137,22
1971,36,102,84
1972,22,53,71
1973,20,142,38
1974,18,64,8
1975,55,38,87
1976,32,46,94
1977,51,124,24
1978,52,12,16
1979,66,131,41
1980,42,52,28
1981,41,16,59
1982,29,134,66
1983,35,58,84
1984,32,130,56
1985,61,82,71
1986,33,50,13
1987,44,115,38
1988,25,86,15
1989,63,136,17
1990,42,100,94
1991,34,17,74
1992,46,41,19
1993,25,73,45
1994,32,147,44
1995,44,22,3
1996,63,102,83
1997,67,70,94
1998,69,17,19
1999,24,38,10
2000,20,104,64
2001,46,50,17
2002,61,20,38
2003,41,11,43
2004,20,140,96
2005,37,89,99
2006,63,96,17
2007,32,115,46
2008,42,148,30
2009,47,26,98
2010,31,32,38
2011,24,57,37
2012,34,29,78
2013,61,11,46
2014,37,97,69
2015,53,40,7
2016,26,139,85
2017,55,87,64
2018,65,13,12
2019,39,137,54
2020,19,143,87
2021,41,40,84
2022,25,147,42
2023,28,30,3
2024,30,32,70
2025,34,140,59
2026,25,38,11
2027,38,114,58
2028,35,61,76
2029,47,124,53
2030,35,110,43
2031,63,93,15
2032,64,70,5
2033,48,134,13
2034,55,80,57
2035,49,79,30
2036,28,148,99
2037,62,117,100
2038,42,30,40
2039,50,140,34
2040,55,91,9
2041,58,97,80
2042,25,120,29
2043,28,19,43
2044,39,21,54
2045,68,16,70
2046,41,123,17
2047,58,35,82
2048,34,24,78
2049,29,42,85
2050,63,71,38
2051,49,56,41
2052,32,104,53
2053,33,44,29
2054,39,85,19
2055,45,132,95
2056,37,92,41
2057,50,34,88
2058,27,66,86
2059,57,41,4
2060,49,72,49
2061,67,21,40
2062,50,72,93
2063,19,86,38
2064,50,101,56
2065,50,10,90
2066,58,79,56
2067,30,145,36
2068,47,142,6
2069,50,95,4
2070,30,48,78
2071,69,32,50
2072,43,77,7
2073,39,13,55
2074,56,135,72
2075,19,30,10
2076,55,114,21
2077,56,75,97
2078,43,16,98
2079,63,58,76
2080,67,25,10
2081,32,93,59
2082,51,96,95
2083,59,107,14
2084,61,84,37
2085,66,43,0
2086,57,35,45
2087,28,75,87
2088,20,134,42
2089,23,72,21
2090,26,96,2
2091,23,50,13
2092,26,107,1
2093,56,133,60
2094,48,88,31
2095,49,19,37
2096,58,24,96
2097,67,51,45
2098,29,102,41
2099,25,26,5
2100,25,18,40
2101,67,123,24
2102,45,45,97
2103,37,45,10
2104,64,57,100
2105,24,60,40
2106,28,106,70
2107,37,128,56
2108,33,104,45
2109,21,79,85
2110,23,83,47
2111,39,89,62
2112,43,77,38
2113,20,86,9
2114,58,125,84
2115,59,15,69
2116,31,84,64
2117,28,97,97
2118,35,12,58
2119,29,61,77
2120,40,83,35
2121,29,134,26
2122,30,74,72
2123,42,61,54
2124,62,85,69
2125,68,98,94
2126,36,81,80
2127,63,77,52
2128,53,147,59
2129,62,124,60
2130,25,66,35
2131,46,75,84
2132,49,99,26
2133,68,59,40
2134,61,23,27
2135,35,25,15
2136,23,51,34
2137,35,119,35
2138,36,31,55
2139,39,77,98
2140,54,28,18
2141,49,75,56
2142,58,82,84
2143,20,63,32
2144,45,121,22
2145,27,27,62
2146,68,126,69
2147,52,94,95
2148,46,148,21
2149,32,48,66
2150,50,114,98
2151,24,77,79
2152,29,34,58
2153,66,132,24
2154,47,130,16
2155,38,70,38
2156,48,109,76
2157,41,60,91
2158,37,107,74
2159,54,146,73
2160,21,11,38
2161,45,14,23
2162,61,95,37
2163,37,142,87
2164,41,77,96
2165,67,18,80
2166,66,102,56
2167,68,147,43
2168,49,134,35
2169,58,70,98
2170,53,60,69
2171,51,19,79
2172,53,143,44
2173,19,71,91
2174,32,122,95
2175,51,142,25
2176,53,131,10
2177,23,132,51
2178,56,72,24
2179,59,120,30
2180,68,98,84
2181,68,60,44
2182,29,141,66
2183,20,113,75
2184,62,132,39
2185,35,57,45
2186,57,41,53
2187,38,129,40
2188,32,108,88
2189,50,83,80
2190,52,43,37
2191,43,79,99
2192,25,119,35
2193,53,25,82
2194,65,68,43
2195,47,28,56
2196,40,104,65
2197,59,122,80
2198,61,50,29
2199,31,90,9
2200,31,112,98
2201,19,63,60
2202,54,104,62
2203,22,71,35
2204,55,108,53
2205,62,102,96
2206,58,74,64
2207,64,77,81
2208,31,37,3
2209,56,27,54
2210,42,35,53
2211,37,113,90
2212,19,64,88
2213,56,128,63
2214,23,133,91
2215,34,143,21
2216,42,138,24
2217,45,17,80
2218,19,60,58
2219,52,94,56
2220,54,34,53
2221,22,92,43
2222,18,102,51
2223,57,126,75
2224,29,147,15
2225,53,65,100
2226,62,21,15
2227,40,129,80
2228,64,80,54
2229,48,26,60
2230,28,131,94
2231,27,133,78
2232,20,19,76
2233,31,40,39
2234,33,69,90
2235,27,79,20
2236,46,26,65
2237,27,59,7
2238,29,46,70
2239,47,127,9
2240,58,89,56
2241,18,20,3
2242,22,143,42
2243,37,132,99
2244,25,44,98
2245,60,42,62
2246,29,27,42
2247,18,22,66
2248,37,99,81
2249,45,119,50
2250,60,10,55
2251,54,72,42
2252,64,43,23
2253,54,112,95
2254,29,19,33
2255,54,137,58
2256,66,16,1
2257,66,65,1
2258,61,89,9
2259,45,21,22
2260,64,57,14
2261,32,35,75
2262,23,121,16
2263,61,131,81
2264,37,21,13
2265,67,51,80
2266,31,70,78
2267,19,67,75
2268,26,43,15
2269,54,16,31
2270,37,118,22
2271,43,44,33
2272,46,24,97
2273,18,34,15
2274,52,68,33
2275,23,88,70
2276,54,95,32
2277,22,143,67
2278,50,97,42
2279,66,80,63
2280,68,130,70
2281,31,102,17
2282,29,105,67
2283,59,41,60
2284,37,62,74
2285,67,68,19
2286,41,78,10
2287,60,141,78
2288,51,95,45
2289,42,27,63
2290,67,90,80
2291,46,123,97
2292,56,33,75
2293,48,75,27
2294,64,71,47
2295,60,63,34
2296,67,140,7
2297,40,46,90
2298,61,46,21
2299,55,140,23
2300,37,44,65
2301,40,133,94
2302,62,27,85
2303,69,131,63
2304,33,57,64
2305,67,26,13
2306,59,144,24
2307,25,66,99
2308,67,17,99
2309,38,137,2
2310,18,126,4
2311,25,65,64
2312,46,135,53
2313,49,68,18
2314,55,67,96
2315,22,149,53
2316,64,117,93
2317,39,83,75
2318,64,110,9
2319,51,57,97
2320,18,80,15
2321,43,125,45
2322,60,131,28
2323,27,87,14
2324,47,38,47
2325,67,102,10
2326,35,82,33
2327,34,109,35
2328,43,83,29
2329,25,104,98
2330,64,26,72
2331,57,146,81
2332,66,106,18
2333,29,18,67
2334,44,144,69
2335,25,28,32
2336,42,143,95
2337,63,123,79
2338,21,148,74
2339,50,134,21
2340,18,70,35
2341,36,51,22
2342,48,22,62
2343,33,149,25
2344,31,94,59
2345,65,29,94
2346,22,59,92
2347,58,101,4
2348,43,97,53
2349,45,78,37
2350,19,46,61
2351,67,149,24
2352,23,108,97
2353,26,134,11
2354,50,63,21
2355,58,139,8
2356,42,50,83
2357,65,54,28
2358,30,112,43
2359,26,115,92
2360,30,146,26
2361,48,137,54
2362,58,95,80
2363,28,56,4
2364,21,14,51
2365,51,10,12
2366,55,53,41
2367,63,47,14
2368,21,28,78
2369,55,124,17
2370,36,96,49
2371,23,132,1
2372,51,91,86
2373,35,67,12
2374,30,76,67
2375,58,131,46
2376,40,96,88
2377,36,140,74
2378,62,64,49
2379,28,98,11
2380,18,67,12
2381,41,72,8
2382,24,100,58
2383,42,61,44
2384,38,135,69
2385,32,33,42
2386,18,81,73
2387,29,18,22
2388,24,119,78
2389,32,103,44
2390,38,126,22
2391,36,92,100
2392,46,89,33
2393,42,109,15
2394,50,49,62
2395,66,112,50
2396,49,71,31
2397,66,78,37
2398,52,118,55
2399,61,13,68
2400,55,81,16
2401,43,26,85
2402,28,123,38
2403,52,94,40
2404,25,66,47
2405,63,116,81
2406,31,57,27
2407,27,126,76
2408,19,40,49
2409,63,121,0
2410,26,56,49
2411,20,143,18
2412,38,117,97
2413,43,81,58
2414,25,80,67
2415,65,117,66
2416,19,62,40
2417,23,25,9
2418,45,125,27
2419,46,82,33
2420,43,83,38
2421,42,90,82
2422,29,21,55
2423,22,137,51
2424,51,79,99
2425,65,50,2
2426,54,68,22
2427,32,98,16
2428,61,33,70
2429,53,89,25
2430,32,143,17
2431,60,141,45
2432,65,101,69
2433,40,101,30
2434,23,90,92
2435,63,80,8
2436,67,74,34
2437,61,61,80
2438,60,39,59
2439,62,108,75
2440,38,107,62
2441,40,51,99
2442,60,148,51
2443,33,36,47
2444,64,81,60
2445,32,27,23
2446,42,86,73
2447,53,54,57
2448,28,124,63
2449,68,96,29
2450,32,149,28
2451,21,101,9
2452,38,31,38
2453,30,101,54
2454,39,86,27
2455,36,34,17
2456,51,117,40
2457,31,144,80
2458,21,118,74
2459,65,143,64
2460,69,33,80
2461,63,28,99
2462,44,92,99
2463,46,124,45
2464,64,18,59
2465,45,121,8
2466,52,111,44
2467,25,57,59
2468,33,78,27
2469,59,128,96
2470,53,54,2
2471,47,134,50
2472,35,23,7
2473,19,143,69
2474,66,144,58
2475,30,46,60
2476,21,62,57
2477,43,27,69
2478,42,47,92
2479,47,138,100
2480,28,53,11
2481,24,56,8
2482,48,44,48
2483,61,69,82
2484,27,99,16
2485,56,61,53
2486,30,17,43
2487,48,116,31
2488,24,140,34
2489,66,105,77
2490,59,35,48
2491,59,120,53
2492,53,132,15
2493,37,60,84
2494,21,132,11
2495,24,14,87
2496,18,86,97
2497,61,10,7
2498,62,20,20
2499,59,17,47
2500,64,41,7
2501,30,37,27
2502,39,140,79
2503,38,137,9
2504,39,71,51
2505,45,36,14
2506,26,54,3
2507,43,114,89
2508,26,101,78
2509,32,34,99
2510,27,53,95
2511,41,145,61
2512,59,89,3
2513,25,91,40
2514,41,144,72
2515,33,97,98
2516,66,136,54
2517,43,64,27
2518,44,65,100
2519,54,24,46
2520,21,67,8
2521,67,97,1
2522,41,106,66
2523,36,17,47
2524,53,49,68
2525,56,23,73
2526,27,62,27
2527,42,136,78
2528,35,89,13
2529,36,124,45
2530,53,143,86
2531,27,64,12
2532,50,53,15
2533,67,27,93
2534,22,25,39
2535,64,21,71
2536,66,54,80
2537,52,102,29
2538,61,31,80
2539,51,106,98
2540,50,56,64
2541,38,38,57
2542,34,54,87
2543,39,86,47
2544,65,18,48
2545,54,33,88
2546,32,24,1
2547,52,22,88
2548,45,100,13
2549,24,110,96
2550,49,80,16
2551,28,131,30
2552,27,85,9
2553,26,125,69
2554,31,70,88
2555,30,135,36
2556,42,10,63
2557,19,77,29
2558,52,97,33
2559,24,30,17
2560,38,144,87
2561,35,12,62
2562,20,60,48
2563,59,88,55
2564,56,104,90
2565,58,132,57
2566,66,15,26
2567,28,26,54
2568,56,126,84
2569,41,69,18
2570,63,134,22
2571,36,90,46
2572,21,94,78
2573,43,60,65
2574,55,148,98
2575,59,80,50
2576,49,48,83
2577,56,78,27
2578,62,57,56
2579,63,134,57
2580,53,66,14
2581,57,30,15
2582,54,91,96
2583,50,108,46
2584,53,24,62
2585,20,78,11
2586,26,85,42
2587,25,71,83
2588,50,128,28
2589,23,46,48
2590,58,143,2
2591,56,35,68
2592,21,17,59
2593,30,13,65
2594,66,30,86
2595,19,34,89
2596,22,52,25
2597,61,46,70
2598,44,51,73
2599,49,101,68
2600,38,70,46
2601,25,77,75
2602,55,62,95
2603,25,93,41
2604,67,43,30
2605,20,85,21
2606,61,106,16
2607,20,39,83
2608,39,97,19
2609,23,16,7
2610,19,45,97
2611,40,47,48
2612,61,61,86
2613,19,149,37
2614,55,102,52
2615,34,116,27
2616,52,135,76
2617,51,58,28
2618,40,30,71
2619,47,24,10
2620,69,23,46
2621,25,51,44
2622,39,24,17
2623,61,72,49
2624,53,36,88
2625,22,102,48
2626,30,114,21
2627,46,62,44
2628,48,61,60
2629,64,72,98
2630,33,66,92
2631,59,129,20
2632,47,61,70
2633,33,116,60
2634,29,52,75
2635,34,144,35
2636,33,126,23
2637,29,13,31
2638,25,142,90
2639,37,89,95
2640,20,50,58
2641,33,141,95
2642,47,11,95
2643,62,52,89
2644,40,91,74
2645,45,117,81
2646,68,146,4
2647,57,35,15
2648,22,91,10
2649,37,92,34
2650,57,140,74
2651,61,82,41
2652,18,109,86
2653,47,58,97
2654,38,72,80
2655,37,64,9
2656,23,43,81
2657,39,114,7
2658,35,114,25
2659,25,78,2
2660,56,24,58
2661,49,12,87
2662,50,12,2
2663,33,111,37
2664,29,13,1
2665,55,97,98
2666,69,54,16
2667,51,54,72
2668,31,84,35
2669,53,18,85
2670,50,127,94
2671,40,74,97
2672,67,140,87
2673,62,35,72
2674,19,35,1
2675,58,32,84
2676,38,39,33
2677,19,19,26
2678,44,81,36
2679,26,73,70
2680,18,132,21
2681,28,114,67
2682,20,83,13
2683,69,114,97
2684,40,56,22
2685,43,96,43
2686,21,62,88
2687,35,138,64
2688,23,11,78
2689,52,67,95
2690,39,81,77
2691,60,149,60
2692,32,36,84
2693,39,38,54
2694,54,24,70
2695,69,138,99
2696,59,69,84
2697,29,116,49
2698,64,12,11
2699,66,124,78
2700,59,61,14
2701,55,69,16
2702,35,43,33
2703,62,105,34
2704,52,98,38
2705,47,69,77
2706,41,28,54
2707,59,120,58
2708,47,31,4
2709,31,137,29
2710,23,44,3
2711,20,116,14
2712,33,137,34
2713,24,92,73
2714,69,147,54
2715,31,148,65
2716,26,120,59
2717,32,99,23
2718,38,33,91
2719,52,86,21
2720,19,110,43
2721,44,141,31
2722,19,22,94
2723,52,107,82
2724,35,129,50
2725,31,46,84
2726,37,57,2
2727,35,10,69
2728,27,69,31
2729,42,149,1
2730,19,148,87
2731,42,53,58
2732,50,124,90
2733,53,117,72
2734,48,53,76
2735,31,87,13
2736,18,34,50
2737,63,141,10
2738,33,125,77
2739,63,128,79
2740,69,19,9
2741,20,118,83
2742,52,44,79
2743,58,143,57
2744,23,28,33
2745,42,17,79
2746,30,19,77
2747,51,38,52
2748,25,24,27
2749,38,96,17
2750,51,32,25
2751,21,55,6
2752,42,37,44
2753,32,35,97
2754,21,19,44
2755,62,13,70
2756,29,64,96
2757,49,75,34
2758,49,76,51
2759,45,144,20
2760,30,64,27
2761,48,40,95
2762,31,83,43
2763,37,28,79
2764,35,90,55
2765,46,96,9
2766,23,29,22
2767,49,22,47
2768,46,86,51
2769,60,52,14
2770,19,148,54
2771,40,59,42
2772,36,37,49
2773,48,13,5
2774,68,31,32
2775,22,128,61
2776,36,110,54
2777,51,48,38
2778,27,43,11
2779,42,106,99
2780,19,53,30
2781,28,49,73
2782,67,106,52
2783,48,149,33
2784,32,139,40
2785,26,83,9
2786,40,95,51
2787,36,99,74
2788,26,76,56
2789,52,85,77
2790,38,101,2
2791,26,19,56
2792,45,95,32
2793,63,111,6
2794,68,117,3
2795,24,100,38
2796,33,88,47
2797,33,95,73
2798,50,116,78
2799,21,110,15
2800,21,117,37
2801,56,69,3
2802,57,57,3
2803,34,126,99
2804,54,115,26
2805,56,42,85
2806,69,53,85
2807,46,121,16
2808,69,98,97
2809,53,45,95
2810,55,90,69
2811,56,97,53
2812,67,139,96
2813,54,40,7
2814,69,117,52
2815,52,39,99
2816,24,21,4
2817,44,60,68
2818,45,130,46
2819,39,148,73
2820,31,22,39
2821,24,100,6
2822,54,83,11
2823,39,29,93
2824,22,81,24
2825,19,82,27
2826,44,80,42
2827,38,87,76
2828,55,37,46
2829,32,139,48
2830,38,130,85
2831,27,52,53
2832,40,17,17
2833,56,22,26
2834,22,120,71
2835,18,44,5
2836,30,32,74
2837,38,55,92
2838,43,24,68
2839,67,139,70
2840,62,70,21
2841,38,124,58
2842,35,73,46
2843,54,61,67
2844,62,78,31
2845,49,76,82
2846,53,92,96
2847,34,11,0
2848,52,87,53
2849,66,37,45
2850,28,63,40
2851,38,76,40
2852,69,111,7
2853,43,129,31
2854,21,57,29
2855,51,56,45
2856,69,30,91
2857,65,101,51
2858,35,130,95
2859,57,125,88
2860,52,10,97
2861,58,86,60
2862,46,94,96
2863,69,55,12
2864,46,146,88
2865,55,56,39
2866,59,68,60
2867,38,63,43
2868,59,95,61
2869,30,21,43
2870,66,15,47
2871,58,62,73
2872,34,99,58
2873,26,14,56
2874,58,82,94
2875,18,23,10
2876,19,115,24
2877,65,61,60
2878,46,125,45
2879,50,35,53
2880,27,62,33
2881,67,118,83
2882,57,38,6
2883,38,28,96
2884,45,56,61
2885,28,145,56
2886,51,32,98
2887,25,126,92
2888,39,115,75
2889,25,62,4
2890,66,105,75
2891,32,14,92
2892,34,25,34
2893,40,26,83
2894,41,111,36
2895,62,29,59
2896,36,121,64
2897,22,129,15
2898,49,120,29
2899,61,10,72
2900,18,67,41
2901,40,102,60
2902,54,15,73
2903,25,117,76
2904,30,112,47
2905,25,59,61
2906,40,127,83
2907,60,119,92
2908,18,97,63
2909,62,29,56
2910,68,23,67
2911,41,142,45
2912,52,49,27
2913,41,43,100
2914,34,133,76
2915,22,54,2
2916,37,89,36
2917,38,80,47
2918,57,87,18
2919,48,87,91
2920,63,42,82
2921,53,42,16
2922,28,53,81
2923,69,29,81
2924,32,120,86
2925,36,16,39
2926,24,33,49
2927,68,79,72
2928,45,121,28
2929,68,113,50
2930,60,63,41
2931,22,47,28
2932,22,83,65
2933,47,89,16
2934,49,41,30
2935,25,54,91
2936,27,70,51
2937,55,62,38
2938,64,137,59
2939,49,85,93
2940,65,36,98
2941,45,71,50
2942,34,27,83
2943,48,136,15
2944,25,118,97
2945,57,112,13
2946,42,86,89
2947,26,126,83
2948,19,113,41
2949,32,58,50
2950,67,125,23
2951,20,109,81
2952,66,134,42
2953,53,34,72
2954,21,137,18
2955,31,109,83
2956,58,14,60
2957,58,28,93
2958,42,27,62
2959,67,130,25
2960,27,41,94
2961,38,19,34
2962,53,46,66
2963,29,95,55
2964,44,22,39
2965,57,18,28
2966,19,97,5
2967,30,55,51
2968,49,145,0
2969,48,128,51
2970,33,28,23
2971,49,103,33
2972,49,35,6
2973,51,55,74
2974,28,127,10
2975,27,55,35
2976,32,23,19
2977,34,94,62
2978,57,72,79
2979,35,81,62
2980,26,12,68
2981,42,37,87
2982,57,134,29
2983,31,96,29
2984,42,86,100
2985,67,85,96
2986,39,123,83
2987,69,142,21
2988,47,84,60
2989,37,68,20
2990,38,68,36
2991,61,56,26
2992,49,104,34
2993,68,87,37
2994,63,122,59
2995,66,118,69
2996,38,115,31
2997,52,98,79
2998,49,42,91
2999,47,106,79
3000,56,88,26
3001,66,25,2
3002,29,53,48
3003,58,129,84
3004,64,143,29
3005,35,117,21
3006,38,13,18
3007,30,65,30
3008,38,73,19
3009,25,104,18
3010,63,65,1
3011,57,41,39
3012,63,125,38
3013,24,18,90
3014,40,114,71
3015,61,87,53
3016,49,96,26
3017,28,30,78
3018,39,64,11
3019,39,85,77
3020,60,139,70
3021,42,135,16
3022,39,141,89
3023,45,93,100
3024,46,124,83
3025,30,57,9
3026,35,132,18
3027,19,87,81
3028,46,39,29
3029,38,38,29
3030,32,145,24
3031,69,149,87
3032,44,50,73
3033,67,35,65
3034,48,59,95
3035,32,11,34
3036,68,64,50
3037,40,113,100
3038,41,23,70
3039,61,143,70
3040,30,137,26
3041,39,113,9
3042,60,104,96
3043,54,90,42
3044,50,70,54
3045,20,21,70
3046,36,22,5
3047,40,98,5
3048,46,104,76
3049,47,68,47
3050,56,46,76
3051,61,34,1
3052,64,25,82
3053,42,96,50
3054,54,143,60
3055,64,32,18
3056,25,135,1
3057,59,69,50
3058,33,149,25
3059,25,109,69
3060,18,112,19
3061,61,143,22
3062,22,72,53
3063,20,47,14
3064,18,137,5
3065,21,59,91
3066,57,49,34
3067,52,17,74
3068,49,17,7
3069,59,113,56
3070,51,43,49
3071,60,66,48
3072,42,31,87
3073,27,96,20
3074,38,49,35
3075,63,95,70
3076,56,142,68
3077,44,104,57
3078,44,22,62
3079,19,37,92
3080,58,93,15
3081,65,71,5
3082,30,102,77
3083,26,96,51
3084,69,33,1
3085,53,107,88
3086,39,16,94
3087,59,46,76
3088,43,77,17
3089,29,95,80
3090,34,142,91
3091,31,96,75
3092,31,24,34
3093,51,132,85
3094,37,116,38
3095,28,98,0
3096,33,134,36
3097,68,122,20
3098,48,146,0
3099,23,116,3
3100,36,96,95
3101,54,77,57
3102,21,24,0
3103,64,74,12
3104,21,63,45
3105,37,102,46
3106,27,29,80
3107,41,42,75
3108,52,109,6
3109,43,86,50
3110,54,144,2
3111,55,145,49
3112,38,116,25
3113,57,129,30
3114,56,83,99
3115,38,20,61
3116,27,40,25
3117,55,21,66
3118,63,133,54
3119,21,87,27
3120,62,105,43
3121,37,59,80
3122,34,126,37
3123,24,26,29
3124,21,138,65
3125,46,73,7
3126,31,141,13
3127,20,96,100
3128,41,25,98
3129,54,72,61
3130,33,85,74
3131,69,94,62
3132,21,118,78
3133,41,26,65
3134,51,67,100
3135,47,88,95
3136,35,70,39
3137,36,122,12
3138,48,130,16
3139,36,43,14
3140,66,79,32
3141,63,26,15
3142,36,29,12
3143,39,68,85
3144,41,78,22
3145,62,111,35
3146,29,129,42
3147,47,66,49
3148,55,92,73
3149,48,138,80
3150,53,22,93
3151,36,15,12
3152,65,106,29
3153,62,103,56
3154,53,119,29
3155,47,147,70
3156,66,60,9
3157,50,60,98
3158,35,96,65
3159,69,77,93
3160,66,93,82
3161,45,51,38
3162,64,66,36
3163,28,71,2
3164,62,16,88
3165,50,121,33
3166,34,35,85
3167,23,28,37
3168,21,18,13
3169,37,70,63
3170,65,29,38
3171,64,115,53
3172,44,59,1
3173,32,90,95
3174,23,149,42
3175,64,19,52
3176,31,74,2
3177,28,17,40
3178,56,31,7
3179,26,27,89
3180,43,18,95
3181,33,63,74
3182,22,35,62
3183,69,103,64
3184,27,109,78
3185,67,35,3
3186,20,43,67
3187,30,17,91
3188,60,147,9
3189,66,57,74
3190,47,116,49
3191,62,63,22
3192,23,128,60
3193,34,90,46
3194,62,105,2
3195,68,111,16
3196,36,71,21
3197,59,55,90
3198,52,96,15
3199,63,108,79
3200,43,48,2
3201,68,62,51
3202,22,89,32
3203,46,25,41
3204,54,113,1
3205,37,79,38
3206,66,117,45
3207,38,56,47
3208,27,18,26
3209,22,43,14
3210,53,95,6
3211,23,124,56
3212,43,73,41
3213,21,43,8
3214,56,21,5
